Магазин,Адресс,Категория,Подкатегория,Наименование товара,Цена со скидкой,Цена без скидки,Ссылка на товар
Лента,-,Сладости,Шоколад и батончики,Шоколад Red Экстра темный 85 г,221.09,139.99,https://sbermarket.ru//lenta/shokolad-red-ekstra-temnyy-85-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Коммунарка горький шоколад с пюре из клюквы 200 г,188.49,144.99,https://sbermarket.ru//lenta/plitka-kommunarka-gor-kiy-shokolad-s-pyure-iz-klyukvy-200-g-d548ce3?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Alpen Gold молочный черника-йогурт 80 г,78.99,54.99,https://sbermarket.ru//lenta/shokolad-alpen-gold-molochnyy-chernika-yogurt-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Паста Snaq Fabriq шоколадно-молочная с хрустящими шариками...,442.19,349.99,https://sbermarket.ru//lenta/pasta-snaq-fabriq-shokoladno-molochnaya-s-hrustyaschimi-sharikami-250-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Kinder Chocolate Maxi молочный 84 г,-,145.29,https://sbermarket.ru//lenta/shokolad-kinder-chocolate-maxi-molochnyy-84-g-ebfe458?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Мята темный 100 г,178.99,114.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-myata-temnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport молочный с цельным миндалем 100 г,199.99,124.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-molochnyy-s-tsel-nym-mindalem-100-g-df0b528?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Red темный 85 г,221.09,139.99,https://sbermarket.ru//lenta/shokolad-red-temnyy-85-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Zentis шоколадный с марципаном 100 г,209.98,188.98,https://sbermarket.ru//lenta/batonchik-zentis-shokoladnyy-s-martsipanom-100-g-6b11852?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад A.&A. Demidoff белый с кусочками сушеной вишни 100 г,152.69,129.99,https://sbermarket.ru//lenta/shokolad-a-a-demidoff-belyy-s-kusochkami-sushenoy-vishni-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Kinder Chocolate with Cereals молочный со злаками...,-,249.29,https://sbermarket.ru//lenta/shokolad-kinder-chocolate-with-cereals-molochnyy-so-zlakami-96-g-4def4ba?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport горький 81% 100 г,199.99,149.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-gor-kiy-81-100-g-4afc935?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Коммунарка Десертный горький 68% 200 г,219.99,144.99,https://sbermarket.ru//lenta/shokolad-kommunarka-desertnyy-gor-kiy-68-200-g-f3ddcc8?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport молочный с лесным орехом и изюмом 100 г,178.99,119.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-molochnyy-s-lesnym-orehom-i-izyumom-100-g-e434dfd?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Cadbury Dairy Milk молочный с цельным фундуком 120 г,229.99,169.99,https://sbermarket.ru//lenta/shokolad-cadbury-dairy-milk-molochnyy-s-tsel-nym-fundukom-120-g-c26a853?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Snaq Fabriq Кокос молочный 40 г,84.29,69.99,https://sbermarket.ru//lenta/batonchik-snaq-fabriq-kokos-molochnyy-40-g-39befeb?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад A.& A. Demidoff горький с клюквой 90 г,168.49,129.99,https://sbermarket.ru//lenta/shokolad-a-a-demidoff-gor-kiy-s-klyukvoy-90-g-a1ceaaf?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Цельный лесной орех темный 100 г,199.99,124.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-tsel-nyy-lesnoy-oreh-temnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Выбор Семьи молочный с клубнично-йогуртовой...,57.89,44.99,https://sbermarket.ru//lenta/shokolad-vybor-sem-i-molochnyy-s-klubnichno-yogurtovoy-nachinkoy-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Яйцо Конфитрейд шоколадное с сюрпризом 20 г,-,94.79,https://sbermarket.ru//lenta/yaytso-konfitreyd-shokoladnoe-s-syurprizom-20-g-ef5d5a1?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Trapa Stevia молочный шоколад со стевией 30% 75 г,105.29,79.99,https://sbermarket.ru//lenta/plitka-trapa-stevia-molochnyy-shokolad-so-steviey-30-75-g-f56965c?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Fantola Avocado fest молочный с печеньем 66 г,126.39,69.99,https://sbermarket.ru//lenta/shokolad-fantola-avocado-fest-molochnyy-s-pecheniem-66-g-eb69f52?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Extra темный 61% какао утонченный вкус...,199.99,124.99,https://sbermarket.ru//lenta/shokolad-ritter-sport-extra-temnyy-61-kakao-utonchennyy-vkus-100-g-1dd11a4?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Alpen Gold молочный капучино 80 г,78.99,54.99,https://sbermarket.ru//lenta/shokolad-alpen-gold-molochnyy-kapuchino-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Славянка Степ молочный овсяное...,73.69,39.99,https://sbermarket.ru//lenta/shokolad-slavyanka-step-molochnyy-ovsyanoe-pechenie-arahis-karamel-85-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик BombBar Snaq Fabriq Snaqer протеиновый арахис...,94.79,74.99,https://sbermarket.ru//lenta/batonchik-bombbar-snaq-fabriq-snaqer-proteinovyy-arahis-karamel-50-g-0c31eef?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Априори темный с манго 100 г,147.39,119.99,https://sbermarket.ru//lenta/shokolad-apriori-temnyy-s-mango-100-g-ea9510b?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик вафельный O'Zera Chocolate Hazelnut 23 г,21.09,16.99,https://sbermarket.ru//lenta/batonchik-vafel-nyy-o-zera-chocolate-hazelnut-23-g-1d7a39a?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Trapa Stevia молочный шоколад с миндалем и стевией...,105.29,79.99,https://sbermarket.ru//lenta/plitka-trapa-stevia-molochnyy-shokolad-s-mindalem-i-steviey-27-75-g-1808b31?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад фигурный Монетный двор Маша и Медведь Монеты 150 г,-,173.69,https://sbermarket.ru//lenta/shokolad-figurnyy-monetnyy-dvor-masha-i-medved-monety-150-g-21dfbba?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Вау Мяу! молочный Кондитерский конструктор Машинки...,147.39,129.99,https://sbermarket.ru//lenta/shokolad-vau-myau-molochnyy-konditerskiy-konstruktor-mashinki-50-g-a1d153e?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Snaq Fabriq Milky шоколадный со сливочной начинкой...,73.69,56.99,https://sbermarket.ru//lenta/batonchik-snaq-fabriq-milky-shokoladnyy-so-slivochnoy-nachinkoy-34-g-b9e44a2?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Fantola молочный Bubble gum 66 г,126.39,69.99,https://sbermarket.ru//lenta/shokolad-fantola-molochnyy-bubble-gum-66-g-fa0a712?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад фигурный Монетный двор Маша и медведь молочный...,-,17.89,https://sbermarket.ru//lenta/shokolad-figurnyy-monetnyy-dvor-masha-i-medved-molochnyy-shokolad-12-g-bb3782f?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад N Nature темный 80 г,176.89,99.99,https://sbermarket.ru//lenta/shokolad-n-nature-temnyy-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Fantola молочный Blue Malina 66 г,126.39,69.99,https://sbermarket.ru//lenta/shokolad-fantola-molochnyy-blue-malina-66-g-c242323?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Воздушный Молочная пористая 85 г,129.03,79.99,https://sbermarket.ru//lenta/plitka-vozdushnyy-molochnaya-poristaya-85-g-88664c5?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Априори горький с вишней-миндалем 100 г,147.39,119.99,https://sbermarket.ru//lenta/shokolad-apriori-gor-kiy-s-vishney-mindalem-100-g-2b494ce?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Premium Club темный с вишневыми кусочками и...,147.39,119.99,https://sbermarket.ru//lenta/shokolad-premium-club-temnyy-s-vishnevymi-kusochkami-i-mindalem-100-g-6fc3dd0?sid=57
Лента,-,Сладости,Шоколад и батончики,Яйцо Hello Kitty хрустящие шарики с кремом и сюрприз в...,104.29,69.89,https://sbermarket.ru//lenta/yaytso-hello-kitty-hrustyaschie-shariki-s-kremom-i-syurpriz-v-kapsule-15-g-cd68780?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Chikalab Шоколадно-ореховый десерт протеиновый с...,110.59,80.74,https://sbermarket.ru//lenta/batonchik-chikalab-shokoladno-orehovyy-desert-proteinovyy-s-fundukom-40-g-3d35d21?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Красный Октябрь молочный пористый шоколад с тертым...,136.89,129.99,https://sbermarket.ru//lenta/plitka-krasnyy-oktyabr-molochnyy-poristyy-shokolad-s-tertym-mindalem-90-g-bbafd94?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Alpen Gold белый миндаль-кокос 80 г,78.99,54.99,https://sbermarket.ru//lenta/shokolad-alpen-gold-belyy-mindal-kokos-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Славянка Левушка детям шоколадный с суфле и...,-,39.98,https://sbermarket.ru//lenta/batonchik-slavyanka-levushka-detyam-shokoladnyy-s-sufle-i-karamel-yu-42-g-d446b09?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Snaq Fabriq Qwikler ореховое пралине глазированный...,78.99,59.99,https://sbermarket.ru//lenta/batonchik-snaq-fabriq-qwikler-orehovoe-praline-glazirovannyy-35-g-731a7dc?sid=57
Лента,-,Сладости,Шоколад и батончики,Яйцо Hello Kitty шоколадное с коллекционной игрушкой 20 г,97.89,59.89,https://sbermarket.ru//lenta/yaytso-hello-kitty-shokoladnoe-s-kollektsionnoy-igrushkoy-20-g-9e646b6?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколадный батончик Babyfox молочный с фундуком 120 г,168.49,119.99,https://sbermarket.ru//lenta/shokoladnyy-batonchik-babyfox-molochnyy-s-fundukom-120-g-e6ed28f?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Победа Вкуса Без сахара молочный 100 г,194.79,149.99,https://sbermarket.ru//lenta/shokolad-pobeda-vkusa-bez-sahara-molochnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Nattys&Go Peanut шоколадный с арахисовой пастой 45...,126.39,79.99,https://sbermarket.ru//lenta/batonchik-nattys-go-peanut-shokoladnyy-s-arahisovoy-pastoy-45-g-fac0bec?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад фигурный Капля Радуги Шокомонстрики медаль молочный...,72.69,49.99,https://sbermarket.ru//lenta/shokolad-figurnyy-kaplya-radugi-shokomonstriki-medal-molochnyy-25-g-43c91ce?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Априори молочный с фисташкой пеканом и брусникой...,210.59,179.99,https://sbermarket.ru//lenta/shokolad-apriori-molochnyy-s-fistashkoy-pekanom-i-brusnikoy-100-g-4548c7a?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Slice of Joy Protein SOJ протеиновый со вкусом...,105.29,59.99,https://sbermarket.ru//lenta/batonchik-slice-of-joy-protein-soj-proteinovyy-so-vkusom-kokosa-50-g-3a20ac9?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Коммунарка молочный 200 г,210.59,144.99,https://sbermarket.ru//lenta/shokolad-kommunarka-molochnyy-200-g-f27f1d9?sid=57
